,scanner_name,scanner_check_id,obj_name,severity,severity_category,severity_numeric,security_concern
48,kics,48471392-d4d0-47c0-b135-cdec95eb3eef,pod-003-6-automount-pod-no-automount,MEDIUM,MEDIUM,3,other
49,kics,48471392-d4d0-47c0-b135-cdec95eb3eef,pod-003-4-automount-pod-default,MEDIUM,MEDIUM,3,other
50,kics,48471392-d4d0-47c0-b135-cdec95eb3eef,pod-003-2-default-pod-automount,MEDIUM,MEDIUM,3,other
51,kics,48471392-d4d0-47c0-b135-cdec95eb3eef,pod-003-1-default-pod-and,MEDIUM,MEDIUM,3,other
52,kics,48471392-d4d0-47c0-b135-cdec95eb3eef,pod-003-5-automount-pod-and,MEDIUM,MEDIUM,3,other
53,kics,487f4be7-3fd9-4506-a07a-eae252180c08,cm-001-sensitive-key-referenced-in-config,HIGH,HIGH,4,secret-exposure
54,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,rel-001-no-readinesspr,LOW,LOW,2,other
55,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-021-1-using-sysctl-net.ipv4.tcp-keepalive-time-c8645,LOW,LOW,2,other
56,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-018-4-use-uid-set-in-container-takes-precede,LOW,LOW,2,other
57,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-010-1-use-no-hostnetw,LOW,LOW,2,other
58,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-034-1-using-dangerous-capability-,LOW,LOW,2,dangerous-capabilities
59,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-042-3-volume-with-writeable-hostpath-by-defa,LOW,LOW,2,other
60,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-003-1-default-pod-and,LOW,LOW,2,other
61,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-035-20-using-insecure-capability-sys-mod,LOW,LOW,2,dangerous-capabilities
62,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-032-2-privileged-contai,LOW,LOW,2,privileged-containers
63,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-019-1-default-to-root-gr,LOW,LOW,2,root-user
64,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-024-8-usage-of-usr-bin-busybox-in-contai,LOW,LOW,2,other
65,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,res-004-1-default-cpu-limits-from-namesp,LOW,LOW,2,resource-limits
66,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,res-002-2-no-memory-lim,LOW,LOW,2,resource-limits
67,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-030-no-securitycontext-defi,LOW,LOW,2,other
68,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,res-005-2-no-ephemeral-storage-reque,LOW,LOW,2,other
69,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,sc-001-1-imagepullpolicy-defaults-to-alw,LOW,LOW,2,other
70,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,ns-002-2-place-pod-in-kube-pub,LOW,LOW,2,other
71,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-003-8-no-automount-pod-automount,LOW,LOW,2,other
72,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-011-uses-hostp,LOW,LOW,2,other
73,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-035-12-using-insecure-capability-net-,LOW,LOW,2,dangerous-capabilities
74,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-009-1-use-no-host,LOW,LOW,2,other
75,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-035-18-using-insecure-capability-sys-b,LOW,LOW,2,dangerous-capabilities
76,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-035-14-using-insecure-capability-setf,LOW,LOW,2,dangerous-capabilities
77,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-017-1-default-to-root-u,LOW,LOW,2,root-user
78,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-024-0-usage-of-bin-bash-in-contai,LOW,LOW,2,other
79,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-002-1-explicit-default,LOW,LOW,2,other
80,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-003-3-default-pod-no-automount,LOW,LOW,2,other
81,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-044-1-mounting-docker-soc,LOW,LOW,2,other
82,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-035-19-using-insecure-capability-sys-chr,LOW,LOW,2,dangerous-capabilities
83,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-035-21-using-insecure-capability-sys-ra,LOW,LOW,2,dangerous-capabilities
84,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-024-6-usage-of-bin-csh-in-contai,LOW,LOW,2,other
85,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-035-15-using-insecure-capability-set,LOW,LOW,2,dangerous-capabilities
86,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-023-no-seccomp-profile-defi,LOW,LOW,2,security-profiles
87,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-008-2-pod-has-hostpid-,LOW,LOW,2,host-access
88,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-033-1-root-fs-is-writeable-by-defa,LOW,LOW,2,root-user
89,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-035-4-using-insecure-capability-dac-overri,LOW,LOW,2,dangerous-capabilities
90,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-032-1-non-privileged-container-by-defa,LOW,LOW,2,privileged-containers
91,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-024-3-usage-of-bin-tcsh-in-contai,LOW,LOW,2,other
92,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-024-7-usage-of-bin-busybox-in-contai,LOW,LOW,2,other
93,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-035-3-using-insecure-capability-ch,LOW,LOW,2,dangerous-capabilities
94,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-017-6-runasnonroot-is-optional-on-contai,LOW,LOW,2,root-user
95,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,res-003-1-default-cpu-requests-from-namesp,LOW,LOW,2,resource-limits
96,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,res-009-1-no-resource-quota-applied-to-namesp,LOW,LOW,2,resource-limits
97,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-036-keep-default-capabilit,LOW,LOW,2,other
98,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-016-no-podsecuritycontext-defi,LOW,LOW,2,other
99,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-035-8-using-insecure-capability-mac-overr,LOW,LOW,2,dangerous-capabilities
100,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,res-004-2-no-cpu-lim,LOW,LOW,2,resource-limits
101,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-031-2-allowed-privilege-escalation-explici,LOW,LOW,2,other
102,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-034-2-using-dangerous-capability-sys-ad,LOW,LOW,2,dangerous-capabilities
103,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-002-2-no-sa-specif,LOW,LOW,2,other
104,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,rel-003-no-prioritycl,LOW,LOW,2,other
105,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-018-5-use-uid-set-in-container-takes-precede,LOW,LOW,2,other
106,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,sc-002-3-no-explicit-,LOW,LOW,2,other
107,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-024-4-usage-of-bin-zsh-in-contai,LOW,LOW,2,other
108,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-022-1-linux-is-not-harde,LOW,LOW,2,other
109,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-035-6-using-insecure-capability-fse,LOW,LOW,2,dangerous-capabilities
110,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-042-2-volume-with-writeable-hostp,LOW,LOW,2,other
111,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-018-3-use-uid-between-1k-10k-on-contai,LOW,LOW,2,other
112,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-018-1-default-to-root-u,LOW,LOW,2,root-user
113,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-035-22-using-insecure-capability-sys-ptr,LOW,LOW,2,dangerous-capabilities
114,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-008-1-use-no-host,LOW,LOW,2,other
115,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-017-2-use-runasnonroot-flag-on-,LOW,LOW,2,root-user
116,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-003-9-no-automount-pod-and,LOW,LOW,2,other
117,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-024-1-usage-of-sbin-sh-in-contai,LOW,LOW,2,other
118,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-035-9-using-insecure-capability-mac-ad,LOW,LOW,2,dangerous-capabilities
119,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-009-2-has-hostipc-,LOW,LOW,2,host-access
120,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-017-3-runasnonroot-is-optio,LOW,LOW,2,root-user
121,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,rel-004-3-only-nodeselector-is-eno,LOW,LOW,2,other
122,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-003-7-no-automount-pod-default,LOW,LOW,2,other
123,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-003-2-default-pod-automount,LOW,LOW,2,other
124,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-035-10-using-insecure-capability-mk,LOW,LOW,2,dangerous-capabilities
125,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,res-006-1-default-ephemeral-storage-limits-from-namesp,LOW,LOW,2,other
126,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-024-5-usage-of-usr-bin-scsh-in-contai,LOW,LOW,2,other
127,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,sc-001-3-no-proper-imagepullpolicy-,LOW,LOW,2,other
128,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-010-2-has-hostnetwork-,LOW,LOW,2,host-access
129,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-035-11-using-insecure-capability-net-bind-serv,LOW,LOW,2,dangerous-capabilities
130,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-022-3-one-approach-to-hardening-linux-is-eno,LOW,LOW,2,other
131,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-003-5-automount-pod-and,LOW,LOW,2,other
132,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,rel-002-no-livenesspr,LOW,LOW,2,other
133,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-017-5-use-runasnonroot-flag-on-contai,LOW,LOW,2,root-user
134,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-025-sensitive-key-referenced-in-environment-varia,LOW,LOW,2,secret-exposure
135,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-014-no-apparmor-prof,LOW,LOW,2,security-profiles
136,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-021-2-using-sysctl-net.ipv4.tcp-keepalive-probes-c8397,LOW,LOW,2,other
137,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,wl-001-naked-,LOW,LOW,2,other
138,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-045-containing-cve-2021-25,LOW,LOW,2,other
139,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,ns-002-1-place-pod-in-kube-sys,LOW,LOW,2,other
140,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,rel-004-1-no-node-selection-specif,LOW,LOW,2,other
141,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-022-2-one-approach-to-hardening-linux-is-eno,LOW,LOW,2,other
142,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,res-006-2-no-ephemeral-storage-lim,LOW,LOW,2,other
143,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-033-2-root-fs-is-explicitly-writea,LOW,LOW,2,root-user
144,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-035-2-using-insecure-capability-,LOW,LOW,2,dangerous-capabilities
145,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,res-002-1-default-memory-limits-from-namesp,LOW,LOW,2,resource-limits
146,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,res-001-1-default-memory-requests-from-namesp,LOW,LOW,2,resource-limits
147,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,sc-001-2-no-proper-imagepullpolicy-,LOW,LOW,2,other
148,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,rel-004-2-only-nodeaffinity-is-eno,LOW,LOW,2,other
149,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-021-0-using-sysctl-kernel.shm-rmid-forced-c808e,LOW,LOW,2,other
150,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-017-8-set-runasnonroot-correctly-on-contai,LOW,LOW,2,root-user
151,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-019-4-use-gid-set-in-container-takes-precede,LOW,LOW,2,other
152,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-034-3-using-dangerous-capability-net-ad,LOW,LOW,2,dangerous-capabilities
153,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-035-13-using-insecure-capability-perf,LOW,LOW,2,dangerous-capabilities
154,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-035-1-using-insecure-capability-audit-wr,LOW,LOW,2,dangerous-capabilities
155,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,res-003-2-no-cpu-reque,LOW,LOW,2,resource-limits
156,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-043-1-mount-azure-cloud-credenti,LOW,LOW,2,other
157,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-042-1-volume-with-read-only-hostp,LOW,LOW,2,other
158,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,res-005-1-default-ephemeral-storage-requests-from-namesp,LOW,LOW,2,other
159,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-019-2-use-gid-between-1k-10k-on-,LOW,LOW,2,other
160,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-003-4-automount-pod-default,LOW,LOW,2,other
161,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-018-2-use-uid-between-1k-10k-on-,LOW,LOW,2,other
162,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-017-7-use-root-user-on-contai,LOW,LOW,2,root-user
163,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-012-use-hostaliases-to-modify-pods--etc-ho,LOW,LOW,2,other
164,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,sc-002-2-using-latest-image-,LOW,LOW,2,other
165,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-035-16-using-insecure-capability-setp,LOW,LOW,2,dangerous-capabilities
166,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-044-2-mounting-docker-direct,LOW,LOW,2,other
167,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,res-001-2-no-memory-reque,LOW,LOW,2,resource-limits
168,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-019-3-use-gid-between-1k-10k-on-contai,LOW,LOW,2,other
169,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-003-6-automount-pod-no-automount,LOW,LOW,2,other
170,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-017-4-use-root-user-in-,LOW,LOW,2,root-user
171,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-035-17-using-insecure-capability-set,LOW,LOW,2,dangerous-capabilities
172,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-031-1-allowed-privilege-escalation-by-defa,LOW,LOW,2,other
173,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-035-7-using-insecure-capability-k,LOW,LOW,2,dangerous-capabilities
174,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-035-5-using-insecure-capability-fow,LOW,LOW,2,dangerous-capabilities
175,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-024-2-usage-of-bin-ksh-in-contai,LOW,LOW,2,other
176,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-019-5-use-gid-set-in-container-takes-precede,LOW,LOW,2,other
177,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,sc-002-1-tag-instead-of-digest-is-f,LOW,LOW,2,other
178,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-017-9-set-runasnonroot-not-correctly-on-contai,LOW,LOW,2,root-user
179,kics,48a5beba-e4c0-4584-a2aa-e6894e4cf424,pod-013-use-serviceaccount-fi,LOW,LOW,2,other
180,kics,4a20ebac-1060-4c81-95d1-1f7f620e983b,rel-003-no-prioritycl,LOW,LOW,2,other
181,kics,4a20ebac-1060-4c81-95d1-1f7f620e983b,pod-022-3-one-approach-to-hardening-linux-is-eno,LOW,LOW,2,other
182,kics,4a20ebac-1060-4c81-95d1-1f7f620e983b,pod-035-16-using-insecure-capability-setp,LOW,LOW,2,dangerous-capabilities
183,kics,4a20ebac-1060-4c81-95d1-1f7f620e983b,ns-002-2-place-pod-in-kube-pub,LOW,LOW,2,other
184,kics,4a20ebac-1060-4c81-95d1-1f7f620e983b,pod-017-4-use-root-user-in-,LOW,LOW,2,root-user
185,kics,4a20ebac-1060-4c81-95d1-1f7f620e983b,pod-035-19-using-insecure-capability-sys-chr,LOW,LOW,2,dangerous-capabilities
186,kics,4a20ebac-1060-4c81-95d1-1f7f620e983b,pod-035-6-using-insecure-capability-fse,LOW,LOW,2,dangerous-capabilities
187,kics,4a20ebac-1060-4c81-95d1-1f7f620e983b,res-001-1-default-memory-requests-from-namesp,LOW,LOW,2,resource-limits
188,kics,4a20ebac-1060-4c81-95d1-1f7f620e983b,pod-003-7-no-automount-pod-default,LOW,LOW,2,other
189,kics,4a20ebac-1060-4c81-95d1-1f7f620e983b,pod-034-2-using-dangerous-capability-sys-ad,LOW,LOW,2,dangerous-capabilities
190,kics,4a20ebac-1060-4c81-95d1-1f7f620e983b,pod-002-2-no-sa-specif,LOW,LOW,2,other
191,kics,4a20ebac-1060-4c81-95d1-1f7f620e983b,pod-013-use-serviceaccount-fi,LOW,LOW,2,other
192,kics,4a20ebac-1060-4c81-95d1-1f7f620e983b,pod-003-4-automount-pod-default,LOW,LOW,2,other
193,kics,4a20ebac-1060-4c81-95d1-1f7f620e983b,pod-018-1-default-to-root-u,LOW,LOW,2,root-user
194,kics,4a20ebac-1060-4c81-95d1-1f7f620e983b,pod-021-1-using-sysctl-net.ipv4.tcp-keepalive-time-c8645,LOW,LOW,2,other
195,kics,4a20ebac-1060-4c81-95d1-1f7f620e983b,pod-021-0-using-sysctl-kernel.shm-rmid-forced-c808e,LOW,LOW,2,other
196,kics,4a20ebac-1060-4c81-95d1-1f7f620e983b,pod-019-1-default-to-root-gr,LOW,LOW,2,root-user
197,kics,4a20ebac-1060-4c81-95d1-1f7f620e983b,res-002-2-no-memory-lim,LOW,LOW,2,resource-limits
198,kics,4a20ebac-1060-4c81-95d1-1f7f620e983b,pod-024-0-usage-of-bin-bash-in-contai,LOW,LOW,2,other
199,kics,4a20ebac-1060-4c81-95d1-1f7f620e983b,rel-001-no-readinesspr,LOW,LOW,2,other
